WKT,id,shear_stre
"POLYGON ((42682.380386588469264 -3248119.12345555331558,56246.456026442203438 -3253609.344547875225544,71102.348393901076633 -3255547.06963928276673,104043.674947831314057 -3269111.145279136486351,123097.971680006827228 -3260714.336549703031778,113409.346222968422808 -3286873.62528370693326,97907.545491706987377 -3283967.037646595388651,87895.965852767345496 -3282675.220918990205973,82405.744760445581051 -3288811.350375114474446,78530.294577630207641 -3288488.396193213295192,81759.836396643018816 -3284289.991828496567905,88616.423609777906677 -3274635.773783708456904,92740.278581286518602 -3268465.236915333662182,85635.286579458363121 -3266527.511823926120996,74654.844394814863335 -3265558.649278222583234,67538.3832555700792 -3273257.938525478355587,63028.493846368801314 -3264589.786732518579811,60767.814573059833492 -3259422.519822097849101,44620.105477995850379 -3255870.023821183945984,42682.380386588469264 -3248119.12345555331558))",,50000
"POLYGON ((29118.304746734720538 -3234878.001997601240873,31378.984020043673809 -3245535.490000343415886,42682.380386588469264 -3248119.12345555331558,44620.105477995850379 -3255870.023821183945984,60767.814573059833492 -3259422.519822097849101,67538.3832555700792 -3273257.938525478355587,72394.165121505910065 -3293494.186012682970613,69487.57748439439456 -3306735.30747063504532,53339.868389330411446 -3303182.811469721142203,55923.501844540645834 -3293494.186012682970613,54631.685116935535916 -3286389.194010854698718,50433.280752218895941 -3278315.339463322423398,50433.280752218895941 -3287681.010738459881395,47203.738933206099318 -3294786.002740287687629,38483.976021871538251 -3279284.202009026426822,29441.258928635710618 -3262490.584550159983337,16846.045834485805244 -3252479.004911220166832,18137.862562090922438 -3246019.921273194719106,25242.854563919077918 -3239237.883453267626464,18783.770925893484673 -3235362.433270452544093,10709.916378361493116 -3246988.783818898256868,3281.970194632056518 -3251187.188183614984155,375.382557520541013 -3242144.471090379171073,8772.191286953813687 -3225350.853631512727588,21367.404381103719061 -3217922.907447783276439,31701.93820194467844 -3223413.128540105186403,29118.304746734720538 -3234878.001997601240873))",,100000
"POLYGON ((69487.57748439439456 -3306735.30747063504532,72394.165121505910065 -3293494.186012682970613,67538.3832555700792 -3273257.938525478355587,74654.844394814863335 -3265558.649278222583234,85635.286579458363121 -3266527.511823926120996,92740.278581286518602 -3268465.236915333662182,88616.423609777906677 -3274635.773783708456904,78530.294577630207641 -3288488.396193213295192,82405.744760445581051 -3288811.350375114474446,87895.965852767345496 -3282675.220918990205973,97907.545491706987377 -3283967.037646595388651,113409.346222968422808 -3286873.62528370693326,110825.712767758202972 -3314486.207836266141385,104366.629129732609726 -3328050.283476119861007,82082.790578544299933 -3332894.596204638946801,63028.493846368801314 -3323851.87911140313372,69487.57748439439456 -3306735.30747063504532))",,80000
"POLYGON ((375.382557520541013 -3242144.471090379171073,3281.970194632056518 -3251187.188183614984155,10709.916378361493116 -3246988.783818898256868,18783.770925893484673 -3235362.433270452544093,25242.854563919077918 -3239237.883453267626464,18137.862562090922438 -3246019.921273194719106,16846.045834485805244 -3252479.004911220166832,29441.258928635710618 -3262490.584550159983337,38483.976021871538251 -3279284.202009026426822,47203.738933206099318 -3294786.002740287687629,50433.280752218895941 -3287681.010738459881395,50433.280752218895941 -3278315.339463322423398,54631.685116935535916 -3286389.194010854698718,55923.501844540645834 -3293494.186012682970613,53339.868389330411446 -3303182.811469721142203,69487.57748439439456 -3306735.30747063504532,63028.493846368801314 -3323851.87911140313372,48495.555660811209236 -3339030.725660763215274,31701.93820194467844 -3338061.86311505921185,-9959.15126332041109 -3319330.52056478522718,-21908.455993667757866 -3299307.36128690559417,-36118.439997324065189 -3276377.614371914882213,-36764.348361126627424 -3259261.042731147259474,-22231.410175569038984 -3246988.783818898256868,-12542.784718530645478 -3234393.57072474854067,-12542.784718530645478 -3234393.57072474854067,375.382557520541013 -3242144.471090379171073))",,50000
"POLYGON ((-183385.546944307687227 -3223090.174358204007149,-160778.75421121812542 -3209526.098718350287527,-137526.053114325972274 -3203712.923444127198309,-131066.969476300379029 -3203712.923444126732647,-116856.985472644068068 -3206619.511081238277256,-97156.780376666021766 -3205327.694353633094579,-83915.658918713554158 -3201452.244170817546546,-65830.22473224188434 -3198222.702351804822683,-58725.232730413728859 -3205004.740171731915325,-49682.515637177901226 -3199191.564897508826107,-45807.065454362542368 -3191117.710349977016449,-59371.141094216291094 -3179491.359801530838013,-57110.461820907337824 -3178199.543073925655335,-51943.194910486854496 -3180783.17652913602069,-47098.882181967666838 -3173678.184527307748795,-40316.844362040792475 -3168510.917616887018085,-36441.394179225433618 -3173032.276163504924625,-47744.790545770229073 -3180460.222347234375775,-45161.157090559980134 -3184658.626711951103061,-35795.485815422871383 -3188211.12271286547184,-27721.631267890887102 -3175292.955436814110726,-19647.776720358902821 -3183689.764166247565299,-9636.197081419231836 -3185304.535075753927231,-16095.280719444825081 -3197576.793988002464175,-21908.455993667856092 -3205973.602717435453087,-15772.326537543529412 -3214370.41144686890766,-11250.967990925622871 -3220506.540902993176132,-12542.784718530645478 -3234393.57072474854067,-22231.410175569038984 -3246988.783818898256868,-36764.348361126627424 -3259261.042731147259474,-51620.240728585573379 -3267334.89727867860347,-88759.971647232741816 -3242790.379454181529582,-140755.594933338783449 -3233747.6623609457165,-161101.708393119391985 -3246342.875455095432699,-181770.776034801267087 -3237623.112543761730194,-183385.546944307687227 -3223090.174358204007149))",,50000
"POLYGON ((38806.930203773124958 -3161890.356887911912054,54308.730935034560389 -3174808.524163963273168,67872.806574888309115 -3175777.38670966681093,60121.906209257576847 -3182236.470347692258656,48818.509842712781392 -3180944.65362008754164,38161.021839970548172 -3185788.966348606627434,41067.609477082063677 -3209364.621627400163561,51402.143297923030332 -3212917.117628314066678,50433.280752219172427 -3217115.521993030793965,29118.304746734720538 -3234878.001997601240873,31701.93820194467844 -3223413.128540105186403,21367.404381103719061 -3217922.907447783276439,8772.191286953813687 -3225350.853631512727588,375.382557520541013 -3242144.471090379171073,-12542.784718530645478 -3234393.57072474854067,-11250.967990925622871 -3220506.540902993176132,-15772.326537543529412 -3214370.41144686890766,-21908.455993667856092 -3205973.602717435453087,-16095.280719444825081 -3197576.793988002464175,-9636.197081419231836 -3185304.535075753927231,5219.695286040034262 -3170933.073981147725135,11355.824742164360941 -3183851.241257199086249,28795.350564833453973 -3192893.95835043489933,33639.663293352656183 -3182882.378711495082825,38806.930203773124958 -3161890.356887911912054))",,80000
"POLYGON ((-59371.141094216291094 -3179491.359801530838013,-64861.362186538026435 -3175615.909618716221303,-47421.836363868547778 -3146065.601974749006331,-39025.027634435275104 -3145096.739429045468569,-28690.493813594323001 -3134439.251426303293556,-19970.730902259776485 -3125073.580151165835559,-8021.426171912433347 -3128949.030333981383592,-5114.83853480090329 -3139283.564154822379351,2959.016012731080991 -3149941.052157564554363,16846.045834486110834 -3152524.685612774919719,31701.938201944969478 -3154139.45652228128165,18460.81674399250187 -3163505.127797418273985,5219.695286040034262 -3170933.073981147725135,-9636.197081419231836 -3185304.535075753927231,-19647.776720358902821 -3183689.764166247565299,-27721.631267890887102 -3175292.955436814110726,-35795.485815422871383 -3188211.12271286547184,-45161.157090559980134 -3184658.626711951103061,-47744.790545770229073 -3180460.222347234375775,-36441.394179225433618 -3173032.276163504924625,-40316.844362040792475 -3168510.917616887018085,-47098.882181967666838 -3173678.184527307748795,-51943.194910486854496 -3180783.17652913602069,-57110.461820907337824 -3178199.543073925655335,-59371.141094216291094 -3179491.359801530838013))",,100000
"POLYGON ((-5437.792716702184407 -3119583.359058844391257,1667.199285125971073 -3115384.95469412766397,5542.649467941315379 -3123781.763423560652882,27180.579655327062937 -3118937.450695041567087,51079.189116021749214 -3122812.90087785711512,36546.250930464171688 -3130563.801243487745523,38806.930203773124958 -3140252.426700525917113,52693.960025528169353 -3136699.930699612013996,60121.906209257591399 -3129271.984515882562846,69164.623302493433584 -3130240.847061586566269,56892.364390244780225 -3141221.289246229920536,47203.738933206404909 -3146065.601974749006331,32347.846565747531713 -3143804.922701440285891,31701.938201944969478 -3154139.45652228128165,16846.045834486110834 -3152524.685612774919719,23951.037836314266315 -3139929.472518624737859,29118.304746734749642 -3124427.671787363477051,21367.404381104031927 -3126688.351060672197491,2636.061830829799874 -3133793.343062500469387,-5114.83853480090329 -3139283.564154822379351,-8021.426171912433347 -3128949.030333981383592,-5437.792716702184407 -3119583.359058844391257))",,100000
"POLYGON ((2648.615441731584724 -3062304.151499943807721,58842.643092554237228 -3071346.868593179620802,48172.601478910233709 -3081474.765594493132085,55277.593480738389189 -3096330.657961952034384,64966.218937776793609 -3113124.275420818477869,69164.623302493433584 -3130240.847061586566269,60121.906209257591399 -3129271.984515882562846,51079.189116021749214 -3122812.90087785711512,27180.579655327062937 -3118937.450695041567087,34608.525839056484983 -3097945.428871458396316,9095.145468855393119 -3091486.345233432948589,2648.615441731584724 -3062304.151499943807721))",,160000
"POLYGON ((-183385.546944307687227 -3223090.174358204007149,-209060.404405459470581 -3189502.939440469257534,-237157.418230870796833 -3142997.53724668500945,-213258.808770176110556 -3144289.353974290192127,-187099.520036172471009 -3135892.545244856737554,-171274.765123009739909 -3123297.332150707021356,-167722.269122095662169 -3129433.461606831289828,-167722.269122095662169 -3141059.812155277468264,-157710.689483156020287 -3169156.82598068844527,-137526.053114325972274 -3203712.923444127198309,-160778.75421121812542 -3209526.098718350287527,-183385.546944307687227 -3223090.174358204007149))",,50000
"POLYGON ((-171274.765123009739909 -3123297.332150707021356,-139948.209478585602483 -3117807.111058385111392,-135103.896750066429377 -3133308.91178964683786,-145115.476389006100362 -3143320.491428586188704,-167722.269122095662169 -3141059.812155277468264,-167722.269122095662169 -3129433.461606831289828,-171274.765123009739909 -3123297.332150707021356))",,90000
"POLYGON ((-135103.896750066429377 -3133308.91178964683786,-64861.362186538026435 -3175615.909618716221303,-59371.141094216291094 -3179491.359801530838013,-45807.065454362542368 -3191117.710349977016449,-49682.515637177901226 -3199191.564897508826107,-58725.232730413728859 -3205004.740171731915325,-65830.22473224188434 -3198222.702351804822683,-83915.658918713554158 -3201452.244170817546546,-97156.780376666021766 -3205327.694353633094579,-116856.985472644068068 -3206619.511081238277256,-131066.969476300379029 -3203712.923444126732647,-137526.053114325972274 -3203712.923444127198309,-157710.689483156020287 -3169156.82598068844527,-167722.269122095662169 -3141059.812155277468264,-145115.476389006100362 -3143320.491428586188704,-135103.896750066429377 -3133308.91178964683786))",,80000
"POLYGON ((-273974.194967616698705 -3034807.886309756431729,-247491.952051711734384 -3023827.444125113077462,-233281.968048055452527 -3023181.535761310253292,-212612.900406373548321 -3058706.495770451147109,-183547.024035258364165 -3090356.005596776492894,-165138.635666885413229 -3099721.676871913485229,-167399.3149401943665 -3120713.698695496656001,-171274.765123009739909 -3123297.332150707021356,-187099.520036172471009 -3135892.545244856737554,-213258.808770176110556 -3144289.353974290192127,-237157.418230870796833 -3142997.53724668500945,-273974.194967616698705 -3034807.886309756431729))",,50000
"POLYGON ((-273974.194967616698705 -3034807.886309756431729,-288184.178971272951458 -3011555.185212864074856,-233927.876411857985659 -2983781.125569353811443,-203247.229131236410467 -2964726.828837178181857,-195173.374583704426186 -2976030.225203723181039,-233281.968048055423424 -3000897.697210121434182,-233281.968048055452527 -3023181.535761310253292,-247491.952051711734384 -3023827.444125113077462,-273974.194967616698705 -3034807.886309756431729))",,60000
"POLYGON ((-292705.537517890916206 -2890447.36699988367036,-251044.448052625841228 -2872684.886995313689113,-229729.472047141374787 -2877852.153905733954161,-233604.922229956748197 -2891093.275363686494529,-274297.149149517994374 -2901104.855002626311034,-293028.491699792211875 -2900135.992456922307611,-292705.537517890916206 -2890447.36699988367036))",,100000
"POLYGON ((-233604.922229956748197 -2891093.275363686494529,-226176.976046227297047 -2888509.641908476129174,-203893.137495039001806 -2902073.717548329848796,-230052.426229042670457 -2906272.121913046576083,-222624.480045313219307 -2915314.839006282389164,-219717.892408201703802 -2932754.364828951656818,-229729.472047141374787 -2947287.303014508914202,-231667.197138549061492 -2956330.020107744727284,-203247.229131236410467 -2964726.828837178181857,-233927.876411857985659 -2983781.125569353811443,-288184.178971272951458 -3011555.185212864074856,-336627.306256464857142 -2906595.076094947755337,-293028.491699792211875 -2900135.992456922307611,-274297.149149517994374 -2901104.855002626311034,-233604.922229956748197 -2891093.275363686494529))",,100000
"POLYGON ((-336627.306256464857142 -2906595.076094947755337,-369881.236696498119272 -2788229.571612889878452,-289142.691221178160049 -2751412.794876143801957,-241991.380663591378834 -2748183.253057131078094,-221322.313021909445524 -2764976.870515997521579,-214863.229383883881383 -2790813.205068099778146,-218092.771202896663453 -2828921.798532451037318,-229729.472047141374787 -2877852.153905733954161,-251044.448052625841228 -2872684.886995313689113,-292705.537517890916206 -2890447.36699988367036,-293028.491699792211875 -2900135.992456922307611,-336627.306256464857142 -2906595.076094947755337))",,140000
"POLYGON ((-369881.236696498119272 -2788229.571612889878452,-409927.555252256861422 -2673903.791219836566597,-291726.324676388467196 -2637087.014483090490103,-256847.273031050281134 -2638378.83121069567278,-240053.655572183721233 -2672611.97449223138392,-231656.846842750441283 -2717825.559958410449326,-241991.380663591378834 -2748183.253057131078094,-289142.691221178160049 -2751412.794876143801957,-369881.236696498119272 -2788229.571612889878452))",,150000
"POLYGON ((-409927.555252256861422 -2673903.791219836566597,-393779.846157192834653 -2534387.584638483822346,-252325.914484432374593 -2564099.369373401626945,-241345.472299788845703 -2602207.962837752420455,-256847.273031050281134 -2638378.83121069567278,-291726.324676388467196 -2637087.014483090490103,-409927.555252256861422 -2673903.791219836566597))",,80000
"POLYGON ((-252325.914484432374593 -2564099.369373401626945,-393779.846157192834653 -2534387.584638483822346,-375694.411970721150283 -2285712.86457449849695,-183213.719557558477391 -2269565.155479434411973,-216155.046111489005852 -2329634.633313072379678,-200007.337016425037291 -2453649.039163163863122,-209050.054109660850372 -2549889.385369745083153,-252325.914484432374593 -2564099.369373401626945))",,100000
"POLYGON ((-350503.98578242136864 -2124881.681987660937011,-317562.659228490840178 -2137153.940899909473956,-298185.408314414031338 -2166865.725634827278554,-268473.623579496284947 -2193347.96855073235929,-271703.165398509125225 -2217892.486375229433179,-289788.599584980751388 -2234040.195470293518156,-342753.085416790680028 -2246958.362746344413608,-377632.137062128866091 -2218538.394739031791687,-384737.129063957021572 -2176554.351091865450144,-368589.41996889305301 -2121006.231804845388979,-350503.98578242136864 -2124881.681987660937011))",,120000
"POLYGON ((-330480.826504542026669 -2068041.745973035693169,-313041.30068187287543 -2080314.004885284230113,-280745.882491744938307 -2086127.180159507319331,-254263.63957584000309 -2110671.69798400439322,-198069.611925017321482 -2141029.391082725021988,-191610.528286991757341 -2170741.175817642360926,-228427.305023737630108 -2180429.801274680998176,-276224.523945127031766 -2167511.633998629637063,-303998.583588637062348 -2130694.857261884026229,-334356.276687357341871 -2118422.598349635489285,-352441.710873829026241 -2079668.096521481638774,-330480.826504542026669 -2068041.745973035693169))",,120000
"POLYGON ((-292372.233040191116743 -1906564.655022396007553,-263952.265032878494821 -1887833.312472121790051,-206466.420654450688744 -1937568.256484918761998,-182567.811193755944259 -1986657.292133913375437,-189026.894831781566609 -2027349.519053474767134,-204528.695563043002039 -2075792.646338666789234,-251034.097756827308331 -2078376.279793876921758,-289788.599584980867803 -2038329.9612381181214,-295601.774859203957021 -1995054.10086334659718,-284621.332674560428131 -1964696.407764626434073,-292372.233040191116743 -1906564.655022396007553))",,150000
"POLYGON ((-375694.411970721150283 -2285712.86457449849695,-377632.137062128866091 -2218538.394739031791687,-342753.085416790680028 -2246958.362746344413608,-289788.599584980751388 -2234040.195470293518156,-271703.165398509125225 -2217892.486375229433179,-268473.623579496284947 -2193347.96855073235929,-298185.408314414031338 -2166865.725634827278554,-317562.659228490840178 -2137153.940899909473956,-350503.98578242136864 -2124881.681987660937011,-368589.41996889305301 -2121006.231804845388979,-352441.710873829026241 -2079668.096521481638774,-334356.276687357341871 -2118422.598349635489285,-303998.583588637062348 -2130694.857261884026229,-276224.523945127031766 -2167511.633998629637063,-228427.305023737630108 -2180429.801274680998176,-191610.528286991757341 -2170741.175817642360926,-183213.719557558477391 -2269565.155479434411973,-375694.411970721150283 -2285712.86457449849695))",,120000
"POLYGON ((-295601.774859203957021 -1995054.10086334659718,-289788.599584980867803 -2038329.9612381181214,-251034.097756827308331 -2078376.279793876921758,-204528.695563043002039 -2075792.646338666789234,-198069.611925017321482 -2141029.391082725021988,-254263.63957584000309 -2110671.69798400439322,-280745.882491744938307 -2086127.180159507319331,-313041.30068187287543 -2080314.004885284230113,-330480.826504542026669 -2068041.745973035693169,-295601.774859203957021 -1995054.10086334659718))",,120000
"POLYGON ((-366005.78651368280407 -1836806.551731719402596,-305936.308680044778157 -1850370.627371573122218,-292372.233040191116743 -1906564.655022396007553,-284621.332674560428131 -1964696.407764626434073,-295601.774859203957021 -1995054.10086334659718,-333064.459959752275608 -2013785.443413620814681,-375694.41197072120849 -1991824.559044333640486,-366005.78651368280407 -1836806.551731719402596))",,120000
"POLYGON ((-305936.308680044778157 -1850370.627371573122218,-197423.703561214788351 -1889771.037563529331237,-186443.261376571317669 -1814845.667362432461232,-85681.556623372016475 -1862642.886283821891993,-92140.640261397638824 -1927233.72266407776624,-122498.333360117918346 -2020244.527051646262407,-189026.894831781566609 -2027349.519053474767134,-182567.811193755944259 -1986657.292133913375437,-206466.420654450688744 -1937568.256484918761998,-263952.265032878494821 -1887833.312472121790051,-292372.233040191116743 -1906564.655022396007553,-305936.308680044778157 -1850370.627371573122218))",,120000
"POLYGON ((-252344.690570958948229 -1646450.999551547458395,-186443.261376571317669 -1814845.667362432461232,-197423.703561214788351 -1889771.037563529331237,-305936.308680044778157 -1850370.627371573122218,-366005.78651368280407 -1836806.551731719402596,-387320.762519167270511 -1616551.799675046699122,-252344.690570958948229 -1646450.999551547458395))",,180000
"POLYGON ((-252344.690570958948229 -1646450.999551547458395,-387320.762519167270511 -1616551.799675046699122,-460308.407628856541123 -1438604.045447441982105,-393133.93779339035973 -1396620.001800275640562,-316270.842500885773916 -1478004.455639397958294,-252344.690570958948229 -1646450.999551547458395))",,160000
"POLYGON ((-316270.842500885773916 -1478004.455639397958294,-234886.388661763252458 -1439249.953811244340613,-177400.544283335475484 -1485755.356005028821528,-133478.775544761447236 -1558743.001114717917517,-111517.891175474389456 -1670485.148052560631186,-120560.608268710260745 -1683403.3153286119923,-174171.002464322664309 -1663057.201868830947205,-252344.690570958948229 -1646450.999551547458395,-316270.842500885773916 -1478004.455639397958294))",,120000
"POLYGON ((-581069.406239694333635 -1203729.280323770595714,-577193.956056879018433 -1209219.501416092272848,-561369.201143716345541 -1214386.768326512770727,-542960.812775343423709 -1220845.851964538451284,-535855.820773515268229 -1238285.377787207486108,-533272.187318305019289 -1249911.728335653664544,-516801.524041339755058 -1253141.270154666388407,-500976.769128177023958 -1244421.50724333175458,-485474.968396915588528 -1245067.415607134345919,-484829.060033112997189 -1261538.07888409961015,-459638.633844813215546 -1271872.612704940605909,-435094.116020315967035 -1278008.742161064874381,-385036.217825617641211 -1285759.642526695504785,-362130.336330867023207 -1334935.753057130845264,-393133.93779339035973 -1396620.001800275640562,-460308.407628856541123 -1438604.045447441982105,-520377.885462494101375 -1442802.449812158243731,-593365.53057218331378 -1425362.923989489208907,-625660.948762311367318 -1369168.896338666556403,-614680.506577667780221 -1332352.119601920712739,-592719.622208380838856 -1330414.394510512938723,-632765.940764139406383 -1281325.358861518558115,-617910.048396680504084 -1248384.032307588029653,-604685.362415967043489 -1231975.227051585447043,-581069.406239694333635 -1203729.280323770595714))",,120000
"POLYGON ((-375993.500732381769922 -1280592.375616275239736,-340169.451961580431089 -1296827.159592780051753,-341461.268689185497351 -1323955.310872487490997,-304644.491952439653687 -1361417.995973035925999,-292372.233040191000327 -1393067.505799361271784,-269119.531943298876286 -1380149.338523310143501,-240053.655572183721233 -1333643.936329525895417,-225197.763204724818934 -1392421.597435558680445,-243283.197391196503304 -1396942.955982176586986,-234886.388661763252458 -1439249.953811244340613,-316270.842500885773916 -1478004.455639397958294,-393133.93779339035973 -1396620.001800275640562,-362130.336330867023207 -1334935.753057130845264,-385036.217825617641211 -1285759.642526695504785,-375993.500732381769922 -1280592.375616275239736))",,140000
"POLYGON ((8461.790715954615735 -2953145.638017311226577,7169.973988349491265 -3010631.482395738828927,28484.949993833957706 -3042926.900585866998881,-10269.551834319630871 -3044218.717313471715897,2648.615441731584724 -3062304.151499943807721,9095.145468855393119 -3091486.345233432948589,1667.199285125971073 -3115384.95469412766397,-5437.792716702184407 -3119583.359058844391257,-17387.097447049542097 -3116030.863057930022478,-19970.730902259776485 -3125073.580151165835559,-28690.493813594323001 -3134439.251426303293556,-26429.814540285369731 -3116030.863057930022478,-42900.477817250633962 -3114739.046330324839801,-47421.836363868547778 -3146065.601974749006331,-64861.362186538026435 -3175615.909618716221303,-135103.896750066429377 -3133308.91178964683786,-139948.209478585602483 -3117807.111058385111392,-171274.765123009739909 -3123297.332150707021356,-167399.3149401943665 -3120713.698695496656001,-165138.635666885413229 -3099721.676871913485229,-56386.438442158221733 -3048677.888598175253719,-35071.462436673755292 -3011215.203497626818717,8461.790715954615735 -2953145.638017311226577))",,120000
"POLYGON ((-203893.137495039001806 -2902073.717548329848796,-102799.178369491361082 -2927216.099972839932889,8461.790715954615735 -2953145.638017311226577,-35071.462436673755292 -3011215.203497626818717,-56386.438442158221733 -3048677.888598175253719,-165138.635666885413229 -3099721.676871913485229,-183547.024035258364165 -3090356.005596776492894,-212612.900406373548321 -3058706.495770451147109,-233281.968048055452527 -3023181.535761310253292,-233281.968048055423424 -3000897.697210121434182,-195173.374583704426186 -2976030.225203723181039,-203247.229131236410467 -2964726.828837178181857,-231667.197138549061492 -2956330.020107744727284,-229729.472047141374787 -2947287.303014508914202,-219717.892408201703802 -2932754.364828951656818,-222624.480045313219307 -2915314.839006282389164,-230052.426229042670457 -2906272.121913046576083,-203893.137495039001806 -2902073.717548329848796))",,100000
"POLYGON ((126663.02129182300996 -2694136.384132484905422,127954.838019428076223 -2743225.419781479518861,93075.78637408989016 -2816858.973254971206188,78219.894006631016964 -2898243.42709409352392,54967.192909738863818 -2940227.470741259865463,8461.790715954615735 -2953145.638017311226577,-5267.015435304900166 -2900733.857056934852153,-35624.708534025179688 -2869084.347230609506369,-39500.158716840553097 -2769614.459205015562475,-31749.258351209806278 -2704377.714460956864059,3129.793294128379785 -2713420.43155419267714,50927.012215517810546 -2703085.897733351681381,92911.055862684152089 -2696626.814095326233655,96786.506045499525499 -2679187.288272656966001,126663.02129182300996 -2694136.384132484905422))",,120000
"POLYGON ((-231656.846842750441283 -2717825.559958410449326,-203560.883122690604068 -2712128.614826587494463,-143491.405289052607259 -2688875.913729695603251,-111195.987098924611928 -2646245.961718726437539,-61461.043086127552669 -2638495.061353095807135,-59523.317994719895069 -2709544.981371377594769,-92464.644548650394427 -2736027.224287282209843,-113779.620554134860868 -2780594.901389658916742,-117009.162373147672042 -2821287.128309220075607,-149950.488927078200504 -2833559.387221468612552,-169973.648204957542475 -2866500.713775399141014,-119592.795828357891878 -2880064.789415253326297,-102799.178369491361082 -2927216.099972839932889,-203893.137495039001806 -2902073.717548329848796,-226176.976046227297047 -2888509.641908476129174,-233604.922229956748197 -2891093.275363686494529,-229729.472047141374787 -2877852.153905733954161,-218092.771202896663453 -2828921.798532451037318,-214863.229383883881383 -2790813.205068099778146,-221322.313021909445524 -2764976.870515997521579,-241991.380663591378834 -2748183.253057131078094,-231656.846842750441283 -2717825.559958410449326))",,130000
"POLYGON ((-59523.317994719895069 -2709544.981371377594769,-31749.258351209806278 -2704377.714460956864059,-39500.158716840553097 -2769614.459205015562475,-35624.708534025179688 -2869084.347230609506369,-5267.015435304900166 -2900733.857056934852153,8461.790715954615735 -2953145.638017311226577,-102799.178369491361082 -2927216.099972839932889,-119592.795828357891878 -2880064.789415253326297,-169973.648204957542475 -2866500.713775399141014,-149950.488927078200504 -2833559.387221468612552,-117009.162373147672042 -2821287.128309220075607,-113779.620554134860868 -2780594.901389658916742,-92464.644548650394427 -2736027.224287282209843,-59523.317994719895069 -2709544.981371377594769))",,120000
"POLYGON ((-209050.054109660850372 -2549889.385369745083153,-114279.367884992389008 -2575716.244136222172529,-129781.168616253824439 -2593801.678322693798691,-171765.212263420165982 -2593155.769958891440183,-162076.58680638181977 -2630618.455059439875185,-143491.405289052607259 -2688875.913729695603251,-203560.883122690604068 -2712128.614826587494463,-231656.846842750441283 -2717825.559958410449326,-240053.655572183721233 -2672611.97449223138392,-256847.273031050281134 -2638378.83121069567278,-241345.472299788845703 -2602207.962837752420455,-252325.914484432374593 -2564099.369373401626945,-209050.054109660850372 -2549889.385369745083153))",,90000
"POLYGON ((-114279.367884992389008 -2575716.244136222172529,-61314.882053182605887 -2597031.220141706056893,-27727.64713544951519 -2636431.630333662033081,42049.025633687706431 -2626316.005933216307312,29776.766721439082175 -2670883.68303559301421,91138.061282682232559 -2662486.874306159559637,138289.371840269071981 -2677988.675037421286106,126663.02129182300996 -2694136.384132484905422,96786.506045499525499 -2679187.288272656966001,92911.055862684152089 -2696626.814095326233655,50927.012215517810546 -2703085.897733351681381,3129.793294128379785 -2713420.43155419267714,-31749.258351209806278 -2704377.714460956864059,-59523.317994719895069 -2709544.981371377594769,-61461.043086127552669 -2638495.061353095807135,-111195.987098924611928 -2646245.961718726437539,-143491.405289052607259 -2688875.913729695603251,-162076.58680638181977 -2630618.455059439875185,-171765.212263420165982 -2593155.769958891440183,-129781.168616253824439 -2593801.678322693798691,-114279.367884992389008 -2575716.244136222172529))",,80000
"POLYGON ((389830.310268627945334 -2326977.848583468236029,389507.356086726649664 -2338927.153313815593719,378849.868083984474652 -2353460.091499372851104,369484.196808847365901 -2392214.593327526468784,353336.487713783397339 -2421280.469698641914874,322332.886251260293648 -2455675.090071128215641,312321.306612320593558 -2485063.920624144840986,318780.390250346215907 -2494752.546081183012575,332667.420072101231199 -2518005.247178075369447,312482.783703271416016 -2521234.788997088093311,309576.196066159929615 -2530277.506090323906392,317650.050613691913895 -2542226.810820671264082,305377.791701443260536 -2563864.741008056793362,298595.753881516400725 -2566771.328645168337971,284062.815695958794095 -2547717.031912992708385,282125.090604551136494 -2556759.749006228521466,247429.315844440861838 -2534378.108852857723832,255826.124573874112684 -2486580.889931468293071,300393.801676250761375 -2414239.153185581788421,320416.960954130045138 -2396153.718999110162258,302977.435131460952107 -2366441.934264192357659,312666.060588499356527 -2323811.982253223191947,389830.310268627945334 -2326977.848583468236029))",,150000
"POLYGON ((391122.126996233128011 -2307923.551851292606443,350774.654052850382868 -2317998.806979,317187.419135117321275 -2308956.089885764755309,356587.829327073413879 -2287641.113880280405283,364984.638056506635621 -2273431.129876624327153,315895.602407512138598 -2276660.671695637051016,328167.861319760791957 -2235322.536412273067981,364338.729692704160698 -2157813.532755966298282,409552.315158883284312 -2140374.006933297030628,413427.765341698657721 -2080950.43746346142143,501857.940158024954144 -2083399.410250497050583,500243.169248518534005 -2115048.920076822396368,497659.535793308285065 -2131196.629171886481345,516673.463252746092621 -2134708.75590006262064,521356.298890314646997 -2138422.728991927579045,508354.495026397635229 -2154197.361266283784062,513198.807754916837439 -2163563.032541420776397,525148.112485264195129 -2170345.070361347403377,517074.257937732152641 -2179387.787454583216459,496405.190296050277539 -2185200.962728806305677,471537.718289651733357 -2202317.534369574394077,451837.513193673628848 -2224601.372920762281865,447639.108828957017977 -2239134.31110632000491,434075.033189103240147 -2245916.348926246631891,449899.788102265971247 -2254313.157655680086464,461203.184468810737599 -2269169.050023138988763,463786.817924020986538 -2284024.942390597891062,446024.337919450597838 -2284670.850754400249571,425032.316095867427066 -2294359.476211438886821,391122.126996233128011 -2307923.551851292606443))",,160000
